date,indicator,value,unit,source,trend_3m
2015-07-01,Coincident Index,98.6,index,ECOS,-0.0010126584874625144
2015-07-01,Leading Index,100.3,index,ECOS,-0.001492042768266033
2015-07-01,Leading–Coincident Spread,1.7000000000000028,index,ECOS,-0.027777777777776236
2015-08-01,KOSPI,1941.489990234375,index,ECOS,-0.032454312100571925
2015-08-01,Coincident Index,99.1,index,ECOS,0.0020289113444350027
2015-08-01,Leading Index,100.3,index,ECOS,-0.0009950248756219193
2015-08-01,Leading–Coincident Spread,1.2000000000000028,index,ECOS,-0.17483660130718776
2015-09-01,KOSPI,1962.81005859375,index,ECOS,-0.016347544733059716
2015-09-01,Coincident Index,99.7,index,ECOS,0.005562742164265444
2015-09-01,Leading Index,100.4,index,ECOS,0.0004985044865404298
2015-09-01,Leading–Coincident Spread,0.7000000000000028,index,ECOS,-0.35539215686274434
2015-10-01,KOSPI,2029.469970703125,index,ECOS,0.02247138024821016
2015-10-01,Coincident Index,100.2,index,ECOS,0.005534767774564964
2015-10-01,Leading Index,100.4,index,ECOS,0.0004985044865404298
2015-10-01,Leading–Coincident Spread,0.2000000000000028,index,ECOS,-0.5654761904761886
2015-11-01,KOSPI,1991.969970703125,index,ECOS,0.007741868830983156
2015-11-01,Coincident Index,100.0,index,ECOS,0.001509518575687152
2015-11-01,Leading Index,100.2,index,ECOS,-0.0009960159362549792
2015-11-01,Leading–Coincident Spread,0.2000000000000028,index,ECOS,-0.35714285714285576
2015-12-01,KOSPI,1961.31005859375,index,ECOS,-0.016934742539465586
2015-12-01,Coincident Index,99.9,index,ECOS,-0.0014980039920159394
2015-12-01,Leading Index,99.8,index,ECOS,-0.002992023920286968
2015-12-01,Leading–Coincident Spread,-0.1000000000000085,index,ECOS,-0.7500000000000178
2016-01-01,KOSPI,1912.06005859375,index,ECOS,-0.020251260613065314
2016-01-01,Coincident Index,99.6,index,ECOS,-0.0020015015015015236
2016-01-01,Leading Index,99.5,index,ECOS,-0.0034990139960560107
2016-01-01,Leading–Coincident Spread,-0.0999999999999943,index,ECOS,-0.7500000000000888
2016-02-01,KOSPI,1916.6600341796875,index,ECOS,-0.01135249882491468
2016-02-01,Coincident Index,99.5,index,ECOS,-0.0020035095336300435
2016-02-01,Leading Index,99.1,index,ECOS,-0.0035130562632803564
2016-02-01,Leading–Coincident Spread,-0.4000000000000057,index,ECOS,1.5000000000000715
2016-03-01,KOSPI,1995.8499755859373,index,ECOS,0.02186120177242934
2016-03-01,Coincident Index,99.3,index,ECOS,-0.001507033157756632
2016-03-01,Leading Index,99.2,index,ECOS,-0.0015055093834459576
2016-03-01,Leading–Coincident Spread,-0.0999999999999943,index,ECOS,1.1250000000001337
2016-04-01,KOSPI,1994.1500244140625,index,ECOS,0.02023244558936621
2016-04-01,Coincident Index,99.2,index,ECOS,-0.0015085497983370888
2016-04-01,Leading Index,99.2,index,ECOS,0.0005045408678103769
2016-04-01,Leading–Coincident Spread,0.0,index,ECOS,-0.8750000000000089
2016-05-01,KOSPI,1983.4000244140625,index,ECOS,-0.00312125544668701
2016-05-01,Coincident Index,99.5,index,ECOS,0.0010085721014845839
2016-05-01,Leading Index,99.3,index,ECOS,0.0005040322580645018
2016-05-01,Leading–Coincident Spread,-0.2000000000000028,index,ECOS,
2016-06-01,KOSPI,1970.3499755859373,index,ECOS,-0.005985201618591174
2016-06-01,Coincident Index,99.7,index,ECOS,0.0025171218998216727
2016-06-01,Leading Index,99.3,index,ECOS,0.0005040322580645018
2016-06-01,Leading–Coincident Spread,-0.4000000000000057,index,ECOS,
2016-07-01,KOSPI,2016.18994140625,index,ECOS,0.008342624904602525
2016-07-01,Coincident Index,99.9,index,ECOS,0.002008034152709448
2016-07-01,Leading Index,99.3,index,ECOS,0.0
2016-07-01,Leading–Coincident Spread,-0.6000000000000085,index,ECOS,0.7500000000000002
2016-08-01,KOSPI,2034.6500244140625,index,ECOS,0.01621040483940328
2016-08-01,Coincident Index,100.1,index,ECOS,0.0020040100280822593
2016-08-01,Leading Index,99.5,index,ECOS,0.001007049345417954
2016-08-01,Leading–Coincident Spread,-0.5999999999999943,index,ECOS,0.24999999999998818
2016-09-01,KOSPI,2043.6300048828125,index,ECOS,0.006784725204020292
2016-09-01,Coincident Index,99.9,index,ECOS,2.000002000013268e-06
2016-09-01,Leading Index,99.7,index,ECOS,0.0020120744710461214
2016-09-01,Leading–Coincident Spread,-0.2000000000000028,index,ECOS,-0.33333333333334125
2016-10-01,KOSPI,2008.18994140625,index,ECOS,-0.006464098092315684
2016-10-01,Coincident Index,99.8,index,ECOS,-0.00149950149950151
2016-10-01,Leading Index,99.9,index,ECOS,0.002008034152709448
2016-10-01,Leading–Coincident Spread,0.1000000000000085,index,ECOS,-1.0833333333333472
2016-11-01,KOSPI,1983.47998046875,index,ECOS,-0.014823157774319196
2016-11-01,Coincident Index,100.1,index,ECOS,0.0010025055115234771
2016-11-01,Leading Index,100.1,index,ECOS,0.0020040100280822593
2016-11-01,Leading–Coincident Spread,0.0,index,ECOS,-1.2500000000000178
2016-12-01,KOSPI,2026.4599609375,index,ECOS,0.004682191335266539
2016-12-01,Coincident Index,100.3,index,ECOS,0.002502007011024987
2016-12-01,Leading Index,100.3,index,ECOS,0.0020000020000019436
2016-12-01,Leading–Coincident Spread,0.0,index,ECOS,
2017-01-01,KOSPI,2067.570068359375,index,ECOS,0.020977818881920074
2017-01-01,Coincident Index,100.6,index,ECOS,0.0024945144586220325
2017-01-01,Leading Index,100.5,index,ECOS,0.0019960099720817137
2017-01-01,Leading–Coincident Spread,-0.0999999999999943,index,ECOS,
2017-02-01,KOSPI,2091.639892578125,index,ECOS,0.015964130910825047
2017-02-01,Coincident Index,100.7,index,ECOS,0.001992531352265292
2017-02-01,Leading Index,100.7,index,ECOS,0.0019920338487026124
2017-02-01,Leading–Coincident Spread,0.0,index,ECOS,
2017-03-01,KOSPI,2160.22998046875,index,ECOS,0.02221704694740534
2017-03-01,Coincident Index,100.8,index,ECOS,0.0009935422223363854
2017-03-01,Leading Index,100.9,index,ECOS,0.001988073535006185
2017-03-01,Leading–Coincident Spread,0.1000000000000085,index,ECOS,
2017-04-01,KOSPI,2205.43994140625,index,ECOS,0.026860401415313984
2017-04-01,Coincident Index,100.9,index,ECOS,0.000992556075723905
2017-04-01,Leading Index,101.2,index,ECOS,0.0024796690756380135
2017-04-01,Leading–Coincident Spread,0.2999999999999971,index,ECOS,
2017-05-01,KOSPI,2347.3798828125,index,ECOS,0.04264366189551805
2017-05-01,Coincident Index,101.0,index,ECOS,0.000991571884782938
2017-05-01,Leading Index,101.3,index,ECOS,0.001980691562498693
2017-05-01,Leading–Coincident Spread,0.2999999999999971,index,ECOS,0.9999999999998581
2017-06-01,KOSPI,2391.7900390625,index,ECOS,0.04163902354493809
2017-06-01,Coincident Index,101.0,index,ECOS,0.0004955401387511937
2017-06-01,Leading Index,101.5,index,ECOS,0.0014812379774394868
2017-06-01,Leading–Coincident Spread,0.5,index,ECOS,0.33333333333334136
2017-07-01,KOSPI,2402.7099609375,index,ECOS,0.011742308981191218
2017-07-01,Coincident Index,100.9,index,ECOS,-0.00049504950495044
2017-07-01,Leading Index,101.6,index,ECOS,0.0014797776686328312
2017-07-01,Leading–Coincident Spread,0.6999999999999886,index,ECOS,0.53333333333333
2017-08-01,KOSPI,2363.18994140625,index,ECOS,-0.0059412584714029215
2017-08-01,Coincident Index,101.0,index,ECOS,4.906338007537592e-07
2017-08-01,Leading Index,101.8,index,ECOS,0.0014768628059422806
2017-08-01,Leading–Coincident Spread,0.7999999999999972,index,ECOS,0.27142857142856736
2017-09-01,KOSPI,2394.469970703125,index,ECOS,-0.0016058719556062417
2017-09-01,Coincident Index,101.3,index,ECOS,0.00198068865360268
2017-09-01,Leading Index,101.8,index,ECOS,0.0009842519685039353
2017-09-01,Leading–Coincident Spread,0.5,index,ECOS,-0.11607142857142017
2017-10-01,KOSPI,2523.429931640625,index,ECOS,0.03354688634271008
2017-10-01,Coincident Index,101.1,index,ECOS,0.0004979816836570006
2017-10-01,Leading Index,101.8,index,ECOS,0.0
2017-10-01,Leading–Coincident Spread,0.7000000000000028,index,ECOS,0.012500000000003952
2017-11-01,KOSPI,2476.3701171875,index,ECOS,0.017604133841470415
2017-11-01,Coincident Index,101.3,index,ECOS,1.9528522872125365e-06
2017-11-01,Leading Index,101.6,index,ECOS,-0.0009823182711198308
2017-11-01,Leading–Coincident Spread,0.2999999999999971,index,ECOS,-0.0857142857142858
2017-12-01,KOSPI,2467.489990234375,index,ECOS,-0.01111754572762419
2017-12-01,Coincident Index,100.7,index,ECOS,-0.0019723808101017037
2017-12-01,Leading Index,101.4,index,ECOS,-0.0019665702396237106
2017-12-01,Leading–Coincident Spread,0.7000000000000028,index,ECOS,0.3809523809523941
2018-01-01,KOSPI,2566.4599609375,index,ECOS,0.018261814182268632
2018-01-01,Coincident Index,100.9,index,ECOS,-0.001968451834199081
2018-01-01,Leading Index,101.5,index,ECOS,-0.000491155321561132
2018-01-01,Leading–Coincident Spread,0.5999999999999943,index,ECOS,0.5952380952381056
2018-02-01,KOSPI,2427.360107421875,index,ECOS,-0.0070447698513783075
2018-02-01,Coincident Index,101.0,index,ECOS,0.001488588798135515
2018-02-01,Leading Index,101.4,index,ECOS,4.858095043469568e-07
2018-02-01,Leading–Coincident Spread,0.4000000000000057,index,ECOS,-0.23809523809523597
2018-03-01,KOSPI,2445.85009765625,index,ECOS,-0.023290894138875695
2018-03-01,Coincident Index,100.9,index,ECOS,4.906338007537592e-07
2018-03-01,Leading Index,101.4,index,ECOS,-0.0004926108374384008
2018-03-01,Leading–Coincident Spread,0.5,index,ECOS,-0.04166666666666763
2018-04-01,KOSPI,2515.3798828125,index,ECOS,0.018022490367547106
2018-04-01,Coincident Index,100.8,index,ECOS,-0.0009905896437017447
2018-04-01,Leading Index,101.1,index,ECOS,-0.0014792899408284654
2018-04-01,Leading–Coincident Spread,0.2999999999999971,index,ECOS,-0.07500000000001178
2018-05-01,KOSPI,2423.010009765625,index,ECOS,-0.004147190494040109
2018-05-01,Coincident Index,100.7,index,ECOS,-0.000991571884783049
2018-05-01,Leading Index,101.1,index,ECOS,-0.0014792899408284654
2018-05-01,Leading–Coincident Spread,0.3999999999999915,index,ECOS,-0.03333333333334404
2018-06-01,KOSPI,2326.1298828125,index,ECOS,-0.038352707862969126
2018-06-01,Coincident Index,100.7,index,ECOS,-0.0004960317460317443
2018-06-01,Leading Index,101.0,index,ECOS,-0.0004945598417408492
2018-06-01,Leading–Coincident Spread,0.2999999999999971,index,ECOS,0.041666666666663243
2018-07-01,KOSPI,2295.260009765625,index,ECOS,-0.026627147113600313
2018-07-01,Coincident Index,100.6,index,ECOS,-0.0004965243296922162
2018-07-01,Leading Index,100.9,index,ECOS,-0.0009896093466912892
2018-07-01,Leading–Coincident Spread,0.3000000000000113,index,ECOS,-0.12499999999997197
2018-08-01,KOSPI,2322.8798828125,index,ECOS,-0.0006187378580515546
2018-08-01,Coincident Index,100.5,index,ECOS,-0.00099354222233633
2018-08-01,Leading Index,100.5,index,ECOS,-0.002477210059955437
2018-08-01,Leading–Coincident Spread,0.0,index,ECOS,-0.49999999999997635
2018-09-01,KOSPI,2343.070068359375,index,ECOS,0.010362658230475996
2018-09-01,Coincident Index,100.2,index,ECOS,-0.0019895552060769095
2018-09-01,Leading Index,100.3,index,ECOS,-0.0029771854306269163
2018-09-01,Leading–Coincident Spread,0.0999999999999943,index,ECOS,
2018-10-01,KOSPI,2029.68994140625,index,ECOS,-0.06252788910575602
2018-10-01,Coincident Index,100.1,index,ECOS,-0.0019915393094408484
2018-10-01,Leading Index,100.1,index,ECOS,-0.001992033848702668
2018-10-01,Leading–Coincident Spread,0.0,index,ECOS,
2018-11-01,KOSPI,2096.860107421875,index,ECOS,-0.050326924248801586
2018-11-01,Coincident Index,100.0,index,ECOS,-0.0009985024955085353
2018-11-01,Leading Index,99.7,index,ECOS,-0.002995010971082679
2018-11-01,Leading–Coincident Spread,-0.2999999999999971,index,ECOS,
2018-12-01,KOSPI,2041.0400390625,index,ECOS,0.0032365092167088716
2018-12-01,Coincident Index,99.8,index,ECOS,-0.0014995004995004835
2018-12-01,Leading Index,99.4,index,ECOS,-0.003502515538623796
2018-12-01,Leading–Coincident Spread,-0.3999999999999915,index,ECOS,
2019-01-01,KOSPI,2204.85009765625,index,ECOS,0.02681867144799116
2019-01-01,Coincident Index,100.0,index,ECOS,2.0040080160876883e-06
2019-01-01,Leading Index,99.3,index,ECOS,-0.0020075316492738082
2019-01-01,Leading–Coincident Spread,-0.7000000000000028,index,ECOS,0.5416666666666811
2019-02-01,KOSPI,2195.43994140625,index,ECOS,0.03799509808955259
2019-02-01,Coincident Index,99.4,index,ECOS,-0.0019979959919838586
2019-02-01,Leading Index,99.1,index,ECOS,-0.0015100674540698966
2019-02-01,Leading–Coincident Spread,-0.3000000000000113,index,ECOS,0.08928571428574372
2019-03-01,KOSPI,2140.669921875,index,ECOS,-0.014607553738803736
2019-03-01,Coincident Index,99.3,index,ECOS,-0.0035030181086518897
2019-03-01,Leading Index,99.2,index,ECOS,-0.0005025084776075772
2019-03-01,Leading–Coincident Spread,-0.0999999999999943,index,ECOS,-0.6190476190476276
2019-04-01,KOSPI,2203.590087890625,index,ECOS,0.0022227863173021056
2019-04-01,Coincident Index,99.1,index,ECOS,-0.0015100674540698966
2019-04-01,Leading Index,99.2,index,ECOS,0.0005045408678103769
2019-04-01,Leading–Coincident Spread,0.1000000000000085,index,ECOS,-1.33333333333342
2019-05-01,KOSPI,2041.739990234375,index,ECOS,-0.02202781174080487
2019-05-01,Coincident Index,99.5,index,ECOS,0.0010111141258232204
2019-05-01,Leading Index,99.0,index,ECOS,-0.0010080645161290591
2019-05-01,Leading–Coincident Spread,-0.5,index,ECOS,-3.999999999999859
2019-06-01,KOSPI,2130.6201171875,index,ECOS,-0.014958404429029126
2019-06-01,Coincident Index,99.5,index,ECOS,0.0020181634712411745
2019-06-01,Leading Index,98.7,index,ECOS,-0.002523216031280584
2019-06-01,Leading–Coincident Spread,-0.7999999999999972,index,ECOS,-2.6999999999997906
2019-07-01,KOSPI,2024.550048828125,index,ECOS,-0.0031260501852830025
2019-07-01,Coincident Index,99.5,index,ECOS,0.0
2019-07-01,Leading Index,98.4,index,ECOS,-0.0030349083540572863
2019-07-01,Leading–Coincident Spread,-1.0999999999999943,index,ECOS,0.48749999999999605
2019-08-01,KOSPI,1967.7900390625,index,ECOS,-0.038909762184983376
2019-08-01,Coincident Index,99.6,index,ECOS,0.0005025125628140836
2019-08-01,Leading Index,98.3,index,ECOS,-0.002027886920206612
2019-08-01,Leading–Coincident Spread,-1.2999999999999972,index,ECOS,0.2784090909090916
2019-09-01,KOSPI,2063.050048828125,index,ECOS,0.010186888620423995
2019-09-01,Coincident Index,99.8,index,ECOS,0.0015065286270711242
2019-09-01,Leading Index,98.4,index,ECOS,5.169176819364019e-07
2019-09-01,Leading–Coincident Spread,-1.3999999999999917,index,ECOS,0.12937062937062915
2019-10-01,KOSPI,2083.47998046875,index,ECOS,0.029156210817304906
2019-10-01,Coincident Index,99.8,index,ECOS,0.0010040160642570406
2019-10-01,Leading Index,98.7,index,ECOS,0.0020330372428851717
2019-10-01,Leading–Coincident Spread,-1.0999999999999943,index,ECOS,-0.06868131868132038
2019-11-01,KOSPI,2087.9599609375,index,ECOS,0.006026509846970729
2019-11-01,Coincident Index,99.7,index,ECOS,-0.0005010020040079888
2019-11-01,Leading Index,98.9,index,ECOS,0.002537561469839633
2019-11-01,Leading–Coincident Spread,-0.7999999999999972,index,ECOS,-0.24350649350649262
2019-12-01,KOSPI,2197.669921875,index,ECOS,0.027347165791651307
2019-12-01,Coincident Index,100.1,index,ECOS,0.0015050160501544618
2019-12-01,Leading Index,99.2,index,ECOS,0.0025298547446429565
2019-12-01,Leading–Coincident Spread,-0.8999999999999915,index,ECOS,-0.07386363636363913
2020-01-01,KOSPI,2119.010009765625,index,ECOS,0.008375839059600376
2020-01-01,Coincident Index,100.2,index,ECOS,0.0025055185536629887
2020-01-01,Leading Index,99.3,index,ECOS,0.00202071577677021
2020-01-01,Leading–Coincident Spread,-0.9000000000000057,index,ECOS,0.06250000000000455
2020-02-01,KOSPI,1987.010009765625,index,ECOS,-0.04904282731008447
2020-02-01,Coincident Index,99.5,index,ECOS,-0.002993513472555387
2020-02-01,Leading Index,99.3,index,ECOS,0.0005040322580645018
2020-02-01,Leading–Coincident Spread,-0.2000000000000028,index,ECOS,-0.3888888888888802
2020-03-01,KOSPI,1754.6400146484375,index,ECOS,-0.08961889613811713
2020-03-01,Coincident Index,98.4,index,ECOS,-0.009020652163010678
2020-03-01,Leading Index,98.9,index,ECOS,-0.002014098690835797
2020-03-01,Leading–Coincident Spread,0.5,index,ECOS,-2.1388888888888706
2020-04-01,KOSPI,1947.56005859375,index,ECOS,-0.0034980241321858063
2020-04-01,Coincident Index,97.3,index,ECOS,-0.01111706908526372
2020-04-01,Leading Index,98.6,index,ECOS,-0.0035307822095416164
2020-04-01,Leading–Coincident Spread,1.2999999999999972,index,ECOS,-0.9499999999999855
2020-05-01,KOSPI,2029.5999755859373,index,ECOS,0.07603648210345071
2020-05-01,Coincident Index,96.3,index,ECOS,-0.010728177040249365
2020-05-01,Leading Index,98.2,index,ECOS,-0.0035450810846286984
2020-05-01,Leading–Coincident Spread,1.9000000000000057,index,ECOS,1.0307692307692315
2020-06-01,KOSPI,2108.330078125,index,ECOS,0.04045770318271624
2020-06-01,Coincident Index,96.4,index,ECOS,-0.004619535346355674
2020-06-01,Leading Index,98.5,index,ECOS,-0.0005009026575726327
2020-06-01,Leading–Coincident Spread,2.0999999999999943,index,ECOS,0.28340080971659976
2020-07-01,KOSPI,2249.3701171875,index,ECOS,0.05284375512393624
2020-07-01,Coincident Index,96.6,index,ECOS,0.0015565551979249692
2020-07-01,Leading Index,98.8,index,ECOS,0.0030503375479441486
2020-07-01,Leading–Coincident Spread,2.200000000000003,index,ECOS,0.0764411027568912
2020-08-01,KOSPI,2326.169921875,index,ECOS,0.050519684618346106
2020-08-01,Coincident Index,97.0,index,ECOS,0.003107737773081487
2020-08-01,Leading Index,99.4,index,ECOS,0.004559279886557466
2020-08-01,Leading–Coincident Spread,2.4000000000000057,index,ECOS,0.06926406926407203
2020-09-01,KOSPI,2327.889892578125,index,ECOS,0.017441102509901607
2020-09-01,Coincident Index,97.6,index,ECOS,0.00516317687989587
2020-09-01,Leading Index,99.7,index,ECOS,0.00454549157291928
2020-09-01,Leading–Coincident Spread,2.1000000000000085,index,ECOS,-0.017045454545453198
2020-10-01,KOSPI,2267.14990234375,index,ECOS,-0.01267644744981028
2020-10-01,Coincident Index,97.9,index,ECOS,0.004629668751056304
2020-10-01,Leading Index,100.0,index,ECOS,0.0030135678665775822
2020-10-01,Leading–Coincident Spread,2.0999999999999943,index,ECOS,-0.06250000000000266
2020-11-01,KOSPI,2591.340087890625,index,ECOS,0.05845115067010226
2020-11-01,Coincident Index,98.5,index,ECOS,0.004601236624859784
2020-11-01,Leading Index,100.5,index,ECOS,0.004004513540621812
2020-11-01,Leading–Coincident Spread,2.0,index,ECOS,-0.02380952380952589
2020-12-01,KOSPI,2873.469970703125,index,ECOS,0.12593436040852413
2020-12-01,Coincident Index,98.4,index,ECOS,0.002556737165760159
2020-12-01,Leading Index,100.8,index,ECOS,0.003992537313432742
2020-12-01,Leading–Coincident Spread,2.3999999999999915,index,ECOS,0.07619047619047536
2021-01-01,KOSPI,2976.2099609375,index,ECOS,0.07231440057003102
2021-01-01,Coincident Index,98.1,index,ECOS,-0.0020320044571004447
2021-01-01,Leading Index,101.2,index,ECOS,0.003476664297559773
2021-01-01,Leading–Coincident Spread,3.1000000000000085,index,ECOS,0.24583333333333524
2021-02-01,KOSPI,3012.949951171875,index,ECOS,0.024049616374147598
2021-02-01,Coincident Index,98.1,index,ECOS,-0.0015243902439024959
2021-02-01,Leading Index,101.5,index,ECOS,0.003466340422862091
2021-02-01,Leading–Coincident Spread,3.4000000000000057,index,ECOS,0.19422043010753032
2021-03-01,KOSPI,3061.419921875,index,ECOS,0.014215884961416791
2021-03-01,Coincident Index,98.6,index,ECOS,0.0025484199796126372
2021-03-01,Leading Index,101.9,index,ECOS,0.003452656788488828
2021-03-01,Leading–Coincident Spread,3.300000000000012,index,ECOS,0.033681214421252714
2021-04-01,KOSPI,3147.860107421875,index,ECOS,0.022161269362755864
2021-04-01,Coincident Index,99.4,index,ECOS,0.006605215111458507
2021-04-01,Leading Index,102.3,index,ECOS,0.003933151887535846
2021-04-01,Leading–Coincident Spread,2.8999999999999915,index,ECOS,-0.07531194295900373
2021-05-01,KOSPI,3203.919921875,index,ECOS,0.023022094654807423
2021-05-01,Coincident Index,99.6,index,ECOS,0.0050628313491496435
2021-05-01,Leading Index,102.7,index,ECOS,0.003917742750880859
2021-05-01,Leading–Coincident Spread,3.1000000000000085,index,ECOS,-0.026123301985370773
2021-06-01,KOSPI,3296.679931640625,index,ECOS,0.023380451059546448
2021-06-01,Coincident Index,99.6,index,ECOS,0.001006036217303774
2021-06-01,Leading Index,103.0,index,ECOS,0.003415598964802702
2021-06-01,Leading–Coincident Spread,3.4000000000000057,index,ECOS,0.08286985539488567
2021-07-01,KOSPI,3202.320068359375,index,ECOS,0.00016467139505443873
2021-07-01,Coincident Index,99.6,index,ECOS,0.0
2021-07-01,Leading Index,102.9,index,ECOS,0.0009751278585001244
2021-07-01,Leading–Coincident Spread,3.300000000000012,index,ECOS,0.033681214421252714
2021-08-01,KOSPI,3199.27001953125,index,ECOS,-0.01478757221746696
2021-08-01,Coincident Index,99.6,index,ECOS,0.0
2021-08-01,Leading Index,102.7,index,ECOS,-0.0014572541915517934
2021-08-01,Leading–Coincident Spread,3.1000000000000085,index,ECOS,-0.045008912655970956
2021-09-01,KOSPI,3068.820068359375,index,ECOS,-0.02086368049068743
2021-09-01,Coincident Index,99.6,index,ECOS,0.0
2021-09-01,Leading Index,102.3,index,ECOS,-0.0029192369672866314
2021-09-01,Leading–Coincident Spread,2.700000000000003,index,ECOS,-0.0948191593352895
2021-10-01,KOSPI,2970.679931640625,index,ECOS,-0.0363773368482162
2021-10-01,Coincident Index,99.7,index,ECOS,0.0005020080321285203
2021-10-01,Leading Index,101.9,index,ECOS,-0.00390245388203736
2021-10-01,Leading–Coincident Spread,2.200000000000003,index,ECOS,-0.1571087216248513
2021-11-01,KOSPI,2839.010009765625,index,ECOS,-0.038151461206341
2021-11-01,Coincident Index,100.0,index,ECOS,0.002006521572750386
2021-11-01,Leading Index,101.5,index,ECOS,-0.003917742750880859
2021-11-01,Leading–Coincident Spread,1.5,index,ECOS,-0.251683501683502
2021-12-01,KOSPI,2977.64990234375,index,ECOS,0.0022553632554275227
2021-12-01,Coincident Index,100.7,index,ECOS,0.005004513540621924
2021-12-01,Leading Index,101.4,index,ECOS,-0.002455319375220588
2021-12-01,Leading–Coincident Spread,0.7000000000000028,index,ECOS,-0.4257575757575752
2022-01-01,KOSPI,2663.340087890625,index,ECOS,-0.028361224898210524
2022-01-01,Coincident Index,101.2,index,ECOS,0.005982621648460862
2022-01-01,Leading Index,101.5,index,ECOS,4.858095043469568e-07
2022-01-01,Leading–Coincident Spread,0.2999999999999971,index,ECOS,-0.5523809523809544
2022-02-01,KOSPI,2699.179931640625,index,ECOS,-0.046049804030650565
2022-02-01,Coincident Index,101.2,index,ECOS,0.0024826216484608032
2022-02-01,Leading Index,101.3,index,ECOS,-0.0004921250279341094
2022-02-01,Leading–Coincident Spread,0.0999999999999943,index,ECOS,-0.61904761904763
2022-03-01,KOSPI,2757.64990234375,index,ECOS,0.017559426175916437
2022-03-01,Coincident Index,101.0,index,ECOS,-0.0009881422924901129
2022-03-01,Leading Index,101.1,index,ECOS,-0.001972388506071343
2022-03-01,Leading–Coincident Spread,0.0999999999999943,index,ECOS,-0.33333333333334125
2022-04-01,KOSPI,2695.050048828125,index,ECOS,-0.0005191556490484195
2022-04-01,Coincident Index,100.7,index,ECOS,-0.0024732908073415993
2022-04-01,Leading Index,101.0,index,ECOS,-0.0014817266729353351
2022-04-01,Leading–Coincident Spread,0.2999999999999971,index,ECOS,1.000000000000071
2022-05-01,KOSPI,2685.89990234375,index,ECOS,-0.013047801486771538
2022-05-01,Coincident Index,100.9,index,ECOS,-0.0004920998554671652
2022-05-01,Leading Index,101.2,index,ECOS,0.0004955391681601418
2022-05-01,Leading–Coincident Spread,0.2999999999999971,index,ECOS,1.000000000000071
2022-06-01,KOSPI,2332.639892578125,index,ECOS,-0.06745952997975052
2022-06-01,Coincident Index,101.0,index,ECOS,0.001488588798135515
2022-06-01,Leading Index,101.2,index,ECOS,0.000990099009900991
2022-06-01,Leading–Coincident Spread,0.2000000000000028,index,ECOS,-0.1666666666666588
2022-07-01,KOSPI,2451.5,index,ECOS,-0.040284351525159745
2022-07-01,Coincident Index,101.2,index,ECOS,0.0014856391486521847
2022-07-01,Leading Index,100.9,index,ECOS,-0.0014822134387351693
2022-07-01,Leading–Coincident Spread,-0.2999999999999971,index,ECOS,-1.416666666666641
2022-08-01,KOSPI,2472.050048828125,index,ECOS,0.029668916077985497
2022-08-01,Coincident Index,101.5,index,ECOS,0.0024723124486361048
2022-08-01,Leading Index,100.8,index,ECOS,-0.001977753577486474
2022-08-01,Leading–Coincident Spread,-0.7000000000000028,index,ECOS,-0.5833333333332995
2022-09-01,KOSPI,2155.489990234375,index,ECOS,-0.05983652033804593
2022-09-01,Coincident Index,101.6,index,ECOS,0.001974824276173459
2022-09-01,Leading Index,100.7,index,ECOS,-0.000991571884783049
2022-09-01,Leading–Coincident Spread,-0.8999999999999915,index,ECOS,0.8095238095238169
2022-10-01,KOSPI,2293.610107421875,index,ECOS,-0.03198869569473023
2022-10-01,Coincident Index,101.5,index,ECOS,4.848531863776984e-07
2022-10-01,Leading Index,100.7,index,ECOS,-0.0004960317460317443
2022-10-01,Leading–Coincident Spread,-0.7999999999999972,index,ECOS,0.08730158730158122
2022-11-01,KOSPI,2472.530029296875,index,ECOS,0.07104314269028433
2022-11-01,Coincident Index,101.0,index,ECOS,-0.002955180171444083
2022-11-01,Leading Index,100.4,index,ECOS,-0.0014895729890764264
2022-11-01,Leading–Coincident Spread,-0.5999999999999943,index,ECOS,-0.18055555555555514
2022-12-01,KOSPI,2236.39990234375,index,ECOS,-0.00874671298227564
2022-12-01,Coincident Index,100.4,index,ECOS,-0.005433351216895033
2022-12-01,Leading Index,99.9,index,ECOS,-0.003979612829713874
2022-12-01,Leading–Coincident Spread,-0.5,index,ECOS,-0.2083333333333316
2023-01-01,KOSPI,2425.080078125,index,ECOS,-0.005566801557370826
2023-01-01,Coincident Index,99.9,index,ECOS,-0.005460336870340365
2023-01-01,Leading Index,99.6,index,ECOS,-0.003991541342139027
2023-01-01,Leading–Coincident Spread,-0.3000000000000113,index,ECOS,-0.28333333333331806
2023-02-01,KOSPI,2412.85009765625,index,ECOS,0.03966234588039136
2023-02-01,Coincident Index,100.1,index,ECOS,-0.0014890388396364695
2023-02-01,Leading Index,99.3,index,ECOS,-0.003007525597887084
2023-02-01,Leading–Coincident Spread,-0.7999999999999972,index,ECOS,0.6333333333332898
2023-03-01,KOSPI,2476.860107421875,index,ECOS,0.010742836171198034
2023-03-01,Coincident Index,100.5,index,ECOS,0.00299900299900302
2023-03-01,Leading Index,99.1,index,ECOS,-0.0025130734418034595
2023-03-01,Leading–Coincident Spread,-1.4000000000000057,index,ECOS,1.208333333333285
2023-04-01,KOSPI,2501.530029296875,index,ECOS,0.018244478141330345
2023-04-01,Coincident Index,100.7,index,ECOS,0.002993026873623905
2023-04-01,Leading Index,98.9,index,ECOS,-0.002016131081038486
