date,currency,quote,exchange_rate,unit,source,pair
2016-10-01,USD,KRW,1125.28,원,ECOS,USD/KRW
2016-11-01,CNY,KRW,169.49,원,ECOS,CNY/KRW
2016-11-01,EUR,KRW,1254.4,원,ECOS,EUR/KRW
2016-11-01,EUR,USD,1.0801,달러,ECOS,EUR/USD
2016-11-01,JPY,KRW,1074.17,원,ECOS,JPY/KRW
2016-11-01,USD,KRW,1161.64,원,ECOS,USD/KRW
2016-12-01,CNY,KRW,170.71,원,ECOS,CNY/KRW
2016-12-01,EUR,KRW,1245.51,원,ECOS,EUR/KRW
2016-12-01,EUR,USD,1.0536,달러,ECOS,EUR/USD
2016-12-01,JPY,KRW,1019.36,원,ECOS,JPY/KRW
2016-12-01,USD,KRW,1182.28,원,ECOS,USD/KRW
2017-01-01,CNY,KRW,172.43,원,ECOS,CNY/KRW
2017-01-01,EUR,KRW,1257.71,원,ECOS,EUR/KRW
2017-01-01,EUR,USD,1.0614,달러,ECOS,EUR/USD
2017-01-01,JPY,KRW,1029.58,원,ECOS,JPY/KRW
2017-01-01,USD,KRW,1185.1,원,ECOS,USD/KRW
2017-02-01,CNY,KRW,167.21,원,ECOS,CNY/KRW
2017-02-01,EUR,KRW,1219.46,원,ECOS,EUR/KRW
2017-02-01,EUR,USD,1.0651,달러,ECOS,EUR/USD
2017-02-01,JPY,KRW,1012.77,원,ECOS,JPY/KRW
2017-02-01,USD,KRW,1144.92,원,ECOS,USD/KRW
2017-03-01,CNY,KRW,164.84,원,ECOS,CNY/KRW
2017-03-01,EUR,KRW,1213.1,원,ECOS,EUR/KRW
2017-03-01,EUR,USD,1.0691,달러,ECOS,EUR/USD
2017-03-01,JPY,KRW,1004.41,원,ECOS,JPY/KRW
2017-03-01,USD,KRW,1134.77,원,ECOS,USD/KRW
2017-04-01,CNY,KRW,164.49,원,ECOS,CNY/KRW
2017-04-01,EUR,KRW,1213.41,원,ECOS,EUR/KRW
2017-04-01,EUR,USD,1.0713,달러,ECOS,EUR/USD
2017-04-01,JPY,KRW,1029.02,원,ECOS,JPY/KRW
2017-04-01,USD,KRW,1132.73,원,ECOS,USD/KRW
2017-05-01,CNY,KRW,163.52,원,ECOS,CNY/KRW
2017-05-01,EUR,KRW,1245.11,원,ECOS,EUR/KRW
2017-05-01,EUR,USD,1.1065,달러,ECOS,EUR/USD
2017-05-01,JPY,KRW,1002.87,원,ECOS,JPY/KRW
2017-05-01,USD,KRW,1125.28,원,ECOS,USD/KRW
2017-06-01,CNY,KRW,166.14,원,ECOS,CNY/KRW
2017-06-01,EUR,KRW,1268.83,원,ECOS,EUR/KRW
2017-06-01,EUR,USD,1.1228,달러,ECOS,EUR/USD
2017-06-01,JPY,KRW,1019.24,원,ECOS,JPY/KRW
2017-06-01,USD,KRW,1130.04,원,ECOS,USD/KRW
2017-07-01,CNY,KRW,167.47,원,ECOS,CNY/KRW
2017-07-01,EUR,KRW,1305.93,원,ECOS,EUR/KRW
2017-07-01,EUR,USD,1.1514,달러,ECOS,EUR/USD
2017-07-01,JPY,KRW,1008.68,원,ECOS,JPY/KRW
2017-07-01,USD,KRW,1134.4,원,ECOS,USD/KRW
2017-08-01,CNY,KRW,169.16,원,ECOS,CNY/KRW
2017-08-01,EUR,KRW,1336.51,원,ECOS,EUR/KRW
2017-08-01,EUR,USD,1.182,달러,ECOS,EUR/USD
2017-08-01,JPY,KRW,1029.7,원,ECOS,JPY/KRW
2017-08-01,USD,KRW,1130.79,원,ECOS,USD/KRW
2017-09-01,CNY,KRW,172.34,원,ECOS,CNY/KRW
2017-09-01,EUR,KRW,1347.86,원,ECOS,EUR/KRW
2017-09-01,EUR,USD,1.1911,달러,ECOS,EUR/USD
2017-09-01,JPY,KRW,1022.47,원,ECOS,JPY/KRW
2017-09-01,USD,KRW,1131.59,원,ECOS,USD/KRW
2017-10-01,CNY,KRW,171.08,원,ECOS,CNY/KRW
2017-10-01,EUR,KRW,1331.28,원,ECOS,EUR/KRW
2017-10-01,EUR,USD,1.1765,달러,ECOS,EUR/USD
2017-10-01,JPY,KRW,1001.7,원,ECOS,JPY/KRW
2017-10-01,USD,KRW,1131.57,원,ECOS,USD/KRW
2017-11-01,CNY,KRW,166.82,원,ECOS,CNY/KRW
2017-11-01,EUR,KRW,1296.16,원,ECOS,EUR/KRW
2017-11-01,EUR,USD,1.1731,달러,ECOS,EUR/USD
2017-11-01,JPY,KRW,978.92,원,ECOS,JPY/KRW
2017-11-01,USD,KRW,1105.04,원,ECOS,USD/KRW
2017-12-01,CNY,KRW,164.53,원,ECOS,CNY/KRW
2017-12-01,EUR,KRW,1284.44,원,ECOS,EUR/KRW
2017-12-01,EUR,USD,1.183,달러,ECOS,EUR/USD
2017-12-01,JPY,KRW,961.24,원,ECOS,JPY/KRW
2017-12-01,USD,KRW,1085.78,원,ECOS,USD/KRW
2018-01-01,CNY,KRW,165.58,원,ECOS,CNY/KRW
2018-01-01,EUR,KRW,1299.57,원,ECOS,EUR/KRW
2018-01-01,EUR,USD,1.2183,달러,ECOS,EUR/USD
2018-01-01,JPY,KRW,960.65,원,ECOS,JPY/KRW
2018-01-01,USD,KRW,1066.7,원,ECOS,USD/KRW
2018-02-01,CNY,KRW,170.94,원,ECOS,CNY/KRW
2018-02-01,EUR,KRW,1332.23,원,ECOS,EUR/KRW
2018-02-01,EUR,USD,1.234,달러,ECOS,EUR/USD
2018-02-01,JPY,KRW,998.14,원,ECOS,JPY/KRW
2018-02-01,USD,KRW,1079.58,원,ECOS,USD/KRW
2018-03-01,CNY,KRW,169.64,원,ECOS,CNY/KRW
2018-03-01,EUR,KRW,1322.89,원,ECOS,EUR/KRW
2018-03-01,EUR,USD,1.2342,달러,ECOS,EUR/USD
2018-03-01,JPY,KRW,1010.98,원,ECOS,JPY/KRW
2018-03-01,USD,KRW,1071.89,원,ECOS,USD/KRW
2018-04-01,CNY,KRW,169.77,원,ECOS,CNY/KRW
2018-04-01,EUR,KRW,1311.84,원,ECOS,EUR/KRW
2018-04-01,EUR,USD,1.2286,달러,ECOS,EUR/USD
2018-04-01,JPY,KRW,993.5,원,ECOS,JPY/KRW
2018-04-01,USD,KRW,1067.76,원,ECOS,USD/KRW
2018-05-01,CNY,KRW,169.16,원,ECOS,CNY/KRW
2018-05-01,EUR,KRW,1271.8,원,ECOS,EUR/KRW
2018-05-01,EUR,USD,1.1816,달러,ECOS,EUR/USD
2018-05-01,JPY,KRW,981.28,원,ECOS,JPY/KRW
2018-05-01,USD,KRW,1076.39,원,ECOS,USD/KRW
2018-06-01,CNY,KRW,169.14,원,ECOS,CNY/KRW
2018-06-01,EUR,KRW,1275.06,원,ECOS,EUR/KRW
2018-06-01,EUR,USD,1.1669,달러,ECOS,EUR/USD
2018-06-01,JPY,KRW,993.26,원,ECOS,JPY/KRW
2018-06-01,USD,KRW,1092.8,원,ECOS,USD/KRW
2018-07-01,CNY,KRW,167.13,원,ECOS,CNY/KRW
2018-07-01,EUR,KRW,1312.03,원,ECOS,EUR/KRW
2018-07-01,EUR,USD,1.1685,달러,ECOS,EUR/USD
2018-07-01,JPY,KRW,1007.84,원,ECOS,JPY/KRW
2018-07-01,USD,KRW,1122.8,원,ECOS,USD/KRW
2018-08-01,CNY,KRW,163.73,원,ECOS,CNY/KRW
2018-08-01,EUR,KRW,1296.08,원,ECOS,EUR/KRW
2018-08-01,EUR,USD,1.1561,달러,ECOS,EUR/USD
2018-08-01,JPY,KRW,1009.76,원,ECOS,JPY/KRW
2018-08-01,USD,KRW,1121.15,원,ECOS,USD/KRW
2018-09-01,CNY,KRW,163.43,원,ECOS,CNY/KRW
2018-09-01,EUR,KRW,1304.74,원,ECOS,EUR/KRW
2018-09-01,EUR,USD,1.1643,달러,ECOS,EUR/USD
2018-09-01,JPY,KRW,1002.78,원,ECOS,JPY/KRW
2018-09-01,USD,KRW,1120.6,원,ECOS,USD/KRW
2018-10-01,CNY,KRW,163.3,원,ECOS,CNY/KRW
2018-10-01,EUR,KRW,1299.55,원,ECOS,EUR/KRW
2018-10-01,EUR,USD,1.1493,달러,ECOS,EUR/USD
2018-10-01,JPY,KRW,1002.97,원,ECOS,JPY/KRW
2018-10-01,USD,KRW,1130.81,원,ECOS,USD/KRW
2018-11-01,CNY,KRW,162.66,원,ECOS,CNY/KRW
2018-11-01,EUR,KRW,1282.44,원,ECOS,EUR/KRW
2018-11-01,EUR,USD,1.1363,달러,ECOS,EUR/USD
2018-11-01,JPY,KRW,996.02,원,ECOS,JPY/KRW
2018-11-01,USD,KRW,1128.58,원,ECOS,USD/KRW
2018-12-01,CNY,KRW,162.94,원,ECOS,CNY/KRW
2018-12-01,EUR,KRW,1277.0,원,ECOS,EUR/KRW
2018-12-01,EUR,USD,1.1372,달러,ECOS,EUR/USD
2018-12-01,JPY,KRW,999.21,원,ECOS,JPY/KRW
2018-12-01,USD,KRW,1122.9,원,ECOS,USD/KRW
2019-01-01,CNY,KRW,164.93,원,ECOS,CNY/KRW
2019-01-01,EUR,KRW,1281.52,원,ECOS,EUR/KRW
2019-01-01,EUR,USD,1.1422,달러,ECOS,EUR/USD
2019-01-01,JPY,KRW,1030.47,원,ECOS,JPY/KRW
2019-01-01,USD,KRW,1122.0,원,ECOS,USD/KRW
2019-02-01,CNY,KRW,166.36,원,ECOS,CNY/KRW
2019-02-01,EUR,KRW,1272.47,원,ECOS,EUR/KRW
2019-02-01,EUR,USD,1.1337,달러,ECOS,EUR/USD
2019-02-01,JPY,KRW,1016.48,원,ECOS,JPY/KRW
2019-02-01,USD,KRW,1122.45,원,ECOS,USD/KRW
2019-03-01,CNY,KRW,168.38,원,ECOS,CNY/KRW
2019-03-01,EUR,KRW,1278.47,원,ECOS,EUR/KRW
2019-03-01,EUR,USD,1.1307,달러,ECOS,EUR/USD
2019-03-01,JPY,KRW,1017.35,원,ECOS,JPY/KRW
2019-03-01,USD,KRW,1130.72,원,ECOS,USD/KRW
2019-04-01,CNY,KRW,169.82,원,ECOS,CNY/KRW
2019-04-01,EUR,KRW,1281.77,원,ECOS,EUR/KRW
2019-04-01,EUR,USD,1.1234,달러,ECOS,EUR/USD
2019-04-01,JPY,KRW,1021.89,원,ECOS,JPY/KRW
2019-04-01,USD,KRW,1140.95,원,ECOS,USD/KRW
2019-05-01,CNY,KRW,172.15,원,ECOS,CNY/KRW
2019-05-01,EUR,KRW,1323.65,원,ECOS,EUR/KRW
2019-05-01,EUR,USD,1.1186,달러,ECOS,EUR/USD
2019-05-01,JPY,KRW,1075.9,원,ECOS,JPY/KRW
2019-05-01,USD,KRW,1183.29,원,ECOS,USD/KRW
2019-06-01,CNY,KRW,170.04,원,ECOS,CNY/KRW
2019-06-01,EUR,KRW,1327.32,원,ECOS,EUR/KRW
2019-06-01,EUR,USD,1.1291,달러,ECOS,EUR/USD
2019-06-01,JPY,KRW,1087.71,원,ECOS,JPY/KRW
2019-06-01,USD,KRW,1175.62,원,ECOS,USD/KRW
2019-07-01,CNY,KRW,170.86,원,ECOS,CNY/KRW
2019-07-01,EUR,KRW,1319.42,원,ECOS,EUR/KRW
2019-07-01,EUR,USD,1.1226,달러,ECOS,EUR/USD
2019-07-01,JPY,KRW,1085.91,원,ECOS,JPY/KRW
2019-07-01,USD,KRW,1175.31,원,ECOS,USD/KRW
2019-08-01,CNY,KRW,171.03,원,ECOS,CNY/KRW
2019-08-01,EUR,KRW,1345.55,원,ECOS,EUR/KRW
2019-08-01,EUR,USD,1.113,달러,ECOS,EUR/USD
2019-08-01,JPY,KRW,1137.45,원,ECOS,JPY/KRW
2019-08-01,USD,KRW,1208.98,원,ECOS,USD/KRW
2019-09-01,CNY,KRW,168.17,원,ECOS,CNY/KRW
2019-09-01,EUR,KRW,1318.51,원,ECOS,EUR/KRW
2019-09-01,EUR,USD,1.101,달러,ECOS,EUR/USD
2019-09-01,JPY,KRW,1115.69,원,ECOS,JPY/KRW
2019-09-01,USD,KRW,1197.55,원,ECOS,USD/KRW
2019-10-01,CNY,KRW,166.89,원,ECOS,CNY/KRW
2019-10-01,EUR,KRW,1309.03,원,ECOS,EUR/KRW
2019-10-01,EUR,USD,1.1055,달러,ECOS,EUR/USD
2019-10-01,JPY,KRW,1094.19,원,ECOS,JPY/KRW
2019-10-01,USD,KRW,1184.13,원,ECOS,USD/KRW
2019-11-01,CNY,KRW,166.27,원,ECOS,CNY/KRW
2019-11-01,EUR,KRW,1290.56,원,ECOS,EUR/KRW
2019-11-01,EUR,USD,1.1055,달러,ECOS,EUR/USD
2019-11-01,JPY,KRW,1072.87,원,ECOS,JPY/KRW
2019-11-01,USD,KRW,1167.45,원,ECOS,USD/KRW
2019-12-01,CNY,KRW,167.58,원,ECOS,CNY/KRW
2019-12-01,EUR,KRW,1306.33,원,ECOS,EUR/KRW
2019-12-01,EUR,USD,1.111,달러,ECOS,EUR/USD
2019-12-01,JPY,KRW,1077.22,원,ECOS,JPY/KRW
2019-12-01,USD,KRW,1175.84,원,ECOS,USD/KRW
2020-01-01,CNY,KRW,168.01,원,ECOS,CNY/KRW
2020-01-01,EUR,KRW,1293.7,원,ECOS,EUR/KRW
2020-01-01,EUR,USD,1.1112,달러,ECOS,EUR/USD
2020-01-01,JPY,KRW,1065.25,원,ECOS,JPY/KRW
2020-01-01,USD,KRW,1164.28,원,ECOS,USD/KRW
2020-02-01,CNY,KRW,170.48,원,ECOS,CNY/KRW
2020-02-01,EUR,KRW,1302.33,원,ECOS,EUR/KRW
2020-02-01,EUR,USD,1.0909,달러,ECOS,EUR/USD
2020-02-01,JPY,KRW,1084.95,원,ECOS,JPY/KRW
2020-02-01,USD,KRW,1193.79,원,ECOS,USD/KRW
2020-03-01,CNY,KRW,173.78,원,ECOS,CNY/KRW
2020-03-01,EUR,KRW,1350.35,원,ECOS,EUR/KRW
2020-03-01,EUR,USD,1.1072,달러,ECOS,EUR/USD
2020-03-01,JPY,KRW,1134.75,원,ECOS,JPY/KRW
2020-03-01,USD,KRW,1220.09,원,ECOS,USD/KRW
2020-04-01,CNY,KRW,172.92,원,ECOS,CNY/KRW
2020-04-01,EUR,KRW,1331.71,원,ECOS,EUR/KRW
2020-04-01,EUR,USD,1.0869,달러,ECOS,EUR/USD
2020-04-01,JPY,KRW,1135.31,원,ECOS,JPY/KRW
2020-04-01,USD,KRW,1225.23,원,ECOS,USD/KRW
2020-05-01,CNY,KRW,172.52,원,ECOS,CNY/KRW
2020-05-01,EUR,KRW,1338.74,원,ECOS,EUR/KRW
2020-05-01,EUR,USD,1.0896,달러,ECOS,EUR/USD
2020-05-01,JPY,KRW,1145.65,원,ECOS,JPY/KRW
2020-05-01,USD,KRW,1228.67,원,ECOS,USD/KRW
2020-06-01,CNY,KRW,170.65,원,ECOS,CNY/KRW
2020-06-01,EUR,KRW,1361.77,원,ECOS,EUR/KRW
2020-06-01,EUR,USD,1.1255,달러,ECOS,EUR/USD
2020-06-01,JPY,KRW,1124.69,원,ECOS,JPY/KRW
2020-06-01,USD,KRW,1210.01,원,ECOS,USD/KRW
2020-07-01,CNY,KRW,170.92,원,ECOS,CNY/KRW
2020-07-01,EUR,KRW,1372.98,원,ECOS,EUR/KRW
2020-07-01,EUR,USD,1.1452,달러,ECOS,EUR/USD
2020-07-01,JPY,KRW,1122.38,원,ECOS,JPY/KRW
2020-07-01,USD,KRW,1198.9,원,ECOS,USD/KRW
2020-08-01,CNY,KRW,171.14,원,ECOS,CNY/KRW
2020-08-01,EUR,KRW,1403.36,원,ECOS,EUR/KRW
2020-08-01,EUR,USD,1.1824,달러,ECOS,EUR/USD
2020-08-01,JPY,KRW,1119.52,원,ECOS,JPY/KRW
2020-08-01,USD,KRW,1186.85,원,ECOS,USD/KRW
2020-09-01,CNY,KRW,172.98,원,ECOS,CNY/KRW
2020-09-01,EUR,KRW,1391.02,원,ECOS,EUR/KRW
2020-09-01,EUR,USD,1.18,달러,ECOS,EUR/USD
2020-09-01,JPY,KRW,1116.0,원,ECOS,JPY/KRW
2020-09-01,USD,KRW,1178.8,원,ECOS,USD/KRW
2020-10-01,CNY,KRW,170.51,원,ECOS,CNY/KRW
2020-10-01,EUR,KRW,1347.55,원,ECOS,EUR/KRW
2020-10-01,EUR,USD,1.1772,달러,ECOS,EUR/USD
2020-10-01,JPY,KRW,1088.09,원,ECOS,JPY/KRW
2020-10-01,USD,KRW,1144.68,원,ECOS,USD/KRW
2020-11-01,CNY,KRW,169.07,원,ECOS,CNY/KRW
2020-11-01,EUR,KRW,1320.66,원,ECOS,EUR/KRW
2020-11-01,EUR,USD,1.1826,달러,ECOS,EUR/USD
2020-11-01,JPY,KRW,1069.4,원,ECOS,JPY/KRW
2020-11-01,USD,KRW,1116.76,원,ECOS,USD/KRW
2020-12-01,CNY,KRW,167.63,원,ECOS,CNY/KRW
2020-12-01,EUR,KRW,1331.75,원,ECOS,EUR/KRW
2020-12-01,EUR,USD,1.2161,달러,ECOS,EUR/USD
2020-12-01,JPY,KRW,1054.81,원,ECOS,JPY/KRW
2020-12-01,USD,KRW,1095.13,원,ECOS,USD/KRW
2021-01-01,CNY,KRW,169.61,원,ECOS,CNY/KRW
2021-01-01,EUR,KRW,1336.31,원,ECOS,EUR/KRW
2021-01-01,EUR,USD,1.2177,달러,ECOS,EUR/USD
2021-01-01,JPY,KRW,1058.52,원,ECOS,JPY/KRW
2021-01-01,USD,KRW,1097.49,원,ECOS,USD/KRW
2021-02-01,CNY,KRW,172.34,원,ECOS,CNY/KRW
2021-02-01,EUR,KRW,1344.6,원,ECOS,EUR/KRW
2021-02-01,EUR,USD,1.2095,달러,ECOS,EUR/USD
2021-02-01,JPY,KRW,1055.14,원,ECOS,JPY/KRW
2021-02-01,USD,KRW,1111.72,원,ECOS,USD/KRW
2021-03-01,CNY,KRW,173.76,원,ECOS,CNY/KRW
2021-03-01,EUR,KRW,1346.74,원,ECOS,EUR/KRW
2021-03-01,EUR,USD,1.1908,달러,ECOS,EUR/USD
2021-03-01,JPY,KRW,1040.86,원,ECOS,JPY/KRW
2021-03-01,USD,KRW,1131.02,원,ECOS,USD/KRW
2021-04-01,CNY,KRW,171.44,원,ECOS,CNY/KRW
2021-04-01,EUR,KRW,1338.47,원,ECOS,EUR/KRW
2021-04-01,EUR,USD,1.1958,달러,ECOS,EUR/USD
2021-04-01,JPY,KRW,1025.98,원,ECOS,JPY/KRW
2021-04-01,USD,KRW,1119.4,원,ECOS,USD/KRW
2021-05-01,CNY,KRW,174.55,원,ECOS,CNY/KRW
2021-05-01,EUR,KRW,1363.91,원,ECOS,EUR/KRW
2021-05-01,EUR,USD,1.2142,달러,ECOS,EUR/USD
2021-05-01,JPY,KRW,1029.14,원,ECOS,JPY/KRW
2021-05-01,USD,KRW,1123.28,원,ECOS,USD/KRW
2021-06-01,CNY,KRW,174.66,원,ECOS,CNY/KRW
2021-06-01,EUR,KRW,1351.94,원,ECOS,EUR/KRW
2021-06-01,EUR,USD,1.2058,달러,ECOS,EUR/USD
2021-06-01,JPY,KRW,1018.5,원,ECOS,JPY/KRW
2021-06-01,USD,KRW,1121.3,원,ECOS,USD/KRW
2021-07-01,CNY,KRW,176.6,원,ECOS,CNY/KRW
2021-07-01,EUR,KRW,1352.72,원,ECOS,EUR/KRW
2021-07-01,EUR,USD,1.1825,달러,ECOS,EUR/USD
2021-07-01,JPY,KRW,1037.25,원,ECOS,JPY/KRW
2021-07-01,USD,KRW,1143.98,원,ECOS,USD/KRW
2021-08-01,CNY,KRW,179.13,원,ECOS,CNY/KRW
2021-08-01,EUR,KRW,1365.63,원,ECOS,EUR/KRW
2021-08-01,EUR,USD,1.177,달러,ECOS,EUR/USD
2021-08-01,JPY,KRW,1056.31,원,ECOS,JPY/KRW
2021-08-01,USD,KRW,1160.34,원,ECOS,USD/KRW
2021-09-01,CNY,KRW,181.18,원,ECOS,CNY/KRW
2021-09-01,EUR,KRW,1378.19,원,ECOS,EUR/KRW
2021-09-01,EUR,USD,1.1785,달러,ECOS,EUR/USD
2021-09-01,JPY,KRW,1061.22,원,ECOS,JPY/KRW
2021-09-01,USD,KRW,1169.54,원,ECOS,USD/KRW
2021-10-01,CNY,KRW,184.06,원,ECOS,CNY/KRW
2021-10-01,EUR,KRW,1372.24,원,ECOS,EUR/KRW
2021-10-01,EUR,USD,1.1602,달러,ECOS,EUR/USD
2021-10-01,JPY,KRW,1044.91,원,ECOS,JPY/KRW
2021-10-01,USD,KRW,1182.82,원,ECOS,USD/KRW
2021-11-01,CNY,KRW,185.11,원,ECOS,CNY/KRW
2021-11-01,EUR,KRW,1350.43,원,ECOS,EUR/KRW
2021-11-01,EUR,USD,1.1417,달러,ECOS,EUR/USD
2021-11-01,JPY,KRW,1036.36,원,ECOS,JPY/KRW
2021-11-01,USD,KRW,1182.91,원,ECOS,USD/KRW
2021-12-01,CNY,KRW,185.74,원,ECOS,CNY/KRW
2021-12-01,EUR,KRW,1338.19,원,ECOS,EUR/KRW
2021-12-01,EUR,USD,1.1305,달러,ECOS,EUR/USD
2021-12-01,JPY,KRW,1039.51,원,ECOS,JPY/KRW
2021-12-01,USD,KRW,1183.7,원,ECOS,USD/KRW
2022-01-01,CNY,KRW,187.75,원,ECOS,CNY/KRW
2022-01-01,EUR,KRW,1353.2,원,ECOS,EUR/KRW
2022-01-01,EUR,USD,1.1334,달러,ECOS,EUR/USD
2022-01-01,JPY,KRW,1039.55,원,ECOS,JPY/KRW
2022-01-01,USD,KRW,1194.01,원,ECOS,USD/KRW
2022-02-01,CNY,KRW,188.81,원,ECOS,CNY/KRW
2022-02-01,EUR,KRW,1359.89,원,ECOS,EUR/KRW
2022-02-01,EUR,USD,1.1348,달러,ECOS,EUR/USD
2022-02-01,JPY,KRW,1039.85,원,ECOS,JPY/KRW
2022-02-01,USD,KRW,1198.34,원,ECOS,USD/KRW
2022-03-01,CNY,KRW,192.16,원,ECOS,CNY/KRW
2022-03-01,EUR,KRW,1345.33,원,ECOS,EUR/KRW
2022-03-01,EUR,USD,1.1018,달러,ECOS,EUR/USD
2022-03-01,JPY,KRW,1028.59,원,ECOS,JPY/KRW
2022-03-01,USD,KRW,1221.03,원,ECOS,USD/KRW
2022-04-01,CNY,KRW,191.82,원,ECOS,CNY/KRW
2022-04-01,EUR,KRW,1334.08,원,ECOS,EUR/KRW
2022-04-01,EUR,USD,1.0827,달러,ECOS,EUR/USD
2022-04-01,JPY,KRW,977.38,원,ECOS,JPY/KRW
2022-04-01,USD,KRW,1232.34,원,ECOS,USD/KRW
2022-05-01,CNY,KRW,188.78,원,ECOS,CNY/KRW
2022-05-01,EUR,KRW,1342.43,원,ECOS,EUR/KRW
2022-05-01,EUR,USD,1.0572,달러,ECOS,EUR/USD
2022-05-01,JPY,KRW,985.49,원,ECOS,JPY/KRW
2022-05-01,USD,KRW,1269.88,원,ECOS,USD/KRW
2022-06-01,CNY,KRW,190.68,원,ECOS,CNY/KRW
2022-06-01,EUR,KRW,1348.96,원,ECOS,EUR/KRW
2022-06-01,EUR,USD,1.05618,달러,ECOS,EUR/USD
2022-06-01,JPY,KRW,951.34,원,ECOS,JPY/KRW
2022-06-01,USD,KRW,1277.35,원,ECOS,USD/KRW
2022-07-01,CNY,KRW,194.13,원,ECOS,CNY/KRW
2022-07-01,EUR,KRW,1332.91,원,ECOS,EUR/KRW
2022-07-01,EUR,USD,1.01955,달러,ECOS,EUR/USD
2022-07-01,JPY,KRW,955.93,원,ECOS,JPY/KRW
2022-07-01,USD,KRW,1307.4,원,ECOS,USD/KRW
2022-08-01,CNY,KRW,193.75,원,ECOS,CNY/KRW
2022-08-01,EUR,KRW,1334.53,원,ECOS,EUR/KRW
2022-08-01,EUR,USD,1.01234,달러,ECOS,EUR/USD
2022-08-01,JPY,KRW,975.17,원,ECOS,JPY/KRW
2022-08-01,USD,KRW,1318.44,원,ECOS,USD/KRW
2022-09-01,CNY,KRW,198.19,원,ECOS,CNY/KRW
2022-09-01,EUR,KRW,1377.09,원,ECOS,EUR/KRW
2022-09-01,EUR,USD,0.98977,달러,ECOS,EUR/USD
2022-09-01,JPY,KRW,973.2,원,ECOS,JPY/KRW
2022-09-01,USD,KRW,1391.59,원,ECOS,USD/KRW
2022-10-01,CNY,KRW,198.37,원,ECOS,CNY/KRW
2022-10-01,EUR,KRW,1404.83,원,ECOS,EUR/KRW
2022-10-01,EUR,USD,0.98469,달러,ECOS,EUR/USD
2022-10-01,JPY,KRW,969.36,원,ECOS,JPY/KRW
2022-10-01,USD,KRW,1426.66,원,ECOS,USD/KRW
2022-11-01,CNY,KRW,189.53,원,ECOS,CNY/KRW
2022-11-01,EUR,KRW,1388.29,원,ECOS,EUR/KRW
2022-11-01,EUR,USD,1.01829,달러,ECOS,EUR/USD
2022-11-01,JPY,KRW,956.51,원,ECOS,JPY/KRW
2022-11-01,USD,KRW,1364.1,원,ECOS,USD/KRW
2022-12-01,CNY,KRW,185.47,원,ECOS,CNY/KRW
2022-12-01,EUR,KRW,1371.13,원,ECOS,EUR/KRW
2022-12-01,EUR,USD,1.05784,달러,ECOS,EUR/USD
2022-12-01,JPY,KRW,959.12,원,ECOS,JPY/KRW
2022-12-01,USD,KRW,1296.22,원,ECOS,USD/KRW
2023-01-01,CNY,KRW,183.16,원,ECOS,CNY/KRW
2023-01-01,EUR,KRW,1342.37,원,ECOS,EUR/KRW
2023-01-01,EUR,USD,1.07639,달러,ECOS,EUR/USD
2023-01-01,JPY,KRW,956.76,원,ECOS,JPY/KRW
2023-01-01,USD,KRW,1247.25,원,ECOS,USD/KRW
2023-02-01,CNY,KRW,185.97,원,ECOS,CNY/KRW
2023-02-01,EUR,KRW,1361.65,원,ECOS,EUR/KRW
2023-02-01,EUR,USD,1.07175,달러,ECOS,EUR/USD
2023-02-01,JPY,KRW,956.68,원,ECOS,JPY/KRW
2023-02-01,USD,KRW,1270.74,원,ECOS,USD/KRW
2023-03-01,CNY,KRW,189.1,원,ECOS,CNY/KRW
2023-03-01,EUR,KRW,1398.5,원,ECOS,EUR/KRW
2023-03-01,EUR,USD,1.07109,달러,ECOS,EUR/USD
2023-03-01,JPY,KRW,977.31,원,ECOS,JPY/KRW
2023-03-01,USD,KRW,1305.73,원,ECOS,USD/KRW
2023-04-01,CNY,KRW,191.6,원,ECOS,CNY/KRW
2023-04-01,EUR,KRW,1446.41,원,ECOS,EUR/KRW
2023-04-01,EUR,USD,1.09573,달러,ECOS,EUR/USD
2023-04-01,JPY,KRW,990.52,원,ECOS,JPY/KRW
2023-04-01,USD,KRW,1320.01,원,ECOS,USD/KRW
2023-05-01,CNY,KRW,190.02,원,ECOS,CNY/KRW
2023-05-01,EUR,KRW,1444.2,원,ECOS,EUR/KRW
2023-05-01,EUR,USD,1.08731,달러,ECOS,EUR/USD
2023-05-01,JPY,KRW,969.37,원,ECOS,JPY/KRW
2023-05-01,USD,KRW,1328.21,원,ECOS,USD/KRW
2023-06-01,CNY,KRW,180.99,원,ECOS,CNY/KRW
2023-06-01,EUR,KRW,1405.98,원,ECOS,EUR/KRW
2023-06-01,EUR,USD,1.08431,달러,ECOS,EUR/USD
2023-06-01,JPY,KRW,918.39,원,ECOS,JPY/KRW
2023-06-01,USD,KRW,1296.71,원,ECOS,USD/KRW
2023-07-01,CNY,KRW,178.6,원,ECOS,CNY/KRW
2023-07-01,EUR,KRW,1421.87,원,ECOS,EUR/KRW
2023-07-01,EUR,USD,1.10553,달러,ECOS,EUR/USD
2023-07-01,JPY,KRW,911.74,원,ECOS,JPY/KRW
2023-07-01,USD,KRW,1286.3,원,ECOS,USD/KRW
2023-08-01,CNY,KRW,181.78,원,ECOS,CNY/KRW
2023-08-01,EUR,KRW,1439.04,원,ECOS,EUR/KRW
2023-08-01,EUR,USD,1.09151,달러,ECOS,EUR/USD
